"Area","Country code","Year","Area type","Continent","Ember region","EU","OECD","G20","G7","Category","Subcategory","Variable","Unit","Value","YoY absolute change","YoY % change"
"Germany","DEU",2018,"Country","Europe","Europe",1,1,1,1,"Power sector emissions","Aggregate fuel","Fossil","mtCO2",244.08,-13.74,-5.33
"Germany","DEU",2018,"Country","Europe","Europe",1,1,1,1,"Power sector emissions","Aggregate fuel","Gas and Other Fossil","mtCO2",56.99,-3,-5
"Germany","DEU",2018,"Country","Europe","Europe",1,1,1,1,"Power sector emissions","Aggregate fuel","Hydro, Bioenergy and Other Renewables","mtCO2",12.11,-0.09,-0.74
"Germany","DEU",2018,"Country","Europe","Europe",1,1,1,1,"Power sector emissions","Aggregate fuel","Renewables","mtCO2",15.41,0.16,1.05
"Germany","DEU",2018,"Country","Europe","Europe",1,1,1,1,"Power sector emissions","Aggregate fuel","Wind and Solar","mtCO2",3.3,0.25,8.2
"Germany","DEU",2018,"Country","Europe","Europe",1,1,1,1,"Power sector emissions","CO2 intensity","CO2 intensity","gCO2/kWh",411.56,-12.57,-2.96
"Germany","DEU",2018,"Country","Europe","Europe",1,1,1,1,"Power sector emissions","Fuel","Bioenergy","mtCO2",11.68,-0.03,-0.26
"Germany","DEU",2018,"Country","Europe","Europe",1,1,1,1,"Power sector emissions","Fuel","Coal","mtCO2",187.09,-10.74,-5.43
"Germany","DEU",2018,"Country","Europe","Europe",1,1,1,1,"Power sector emissions","Fuel","Gas","mtCO2",40.96,-2.16,-5.01
"Germany","DEU",2018,"Country","Europe","Europe",1,1,1,1,"Power sector emissions","Fuel","Hydro","mtCO2",0.42,-0.06,-12.5
"Germany","DEU",2018,"Country","Europe","Europe",1,1,1,1,"Power sector emissions","Fuel","Nuclear","mtCO2",0.91,-0.01,-1.09
"Germany","DEU",2018,"Country","Europe","Europe",1,1,1,1,"Power sector emissions","Fuel","Other Fossil","mtCO2",16.03,-0.84,-4.98
"Germany","DEU",2018,"Country","Europe","Europe",1,1,1,1,"Power sector emissions","Fuel","Other Renewables","mtCO2",0.01,0,0
"Germany","DEU",2018,"Country","Europe","Europe",1,1,1,1,"Power sector emissions","Fuel","Solar","mtCO2",2.09,0.2,10.58
"Germany","DEU",2018,"Country","Europe","Europe",1,1,1,1,"Power sector emissions","Fuel","Wind","mtCO2",1.21,0.05,4.31
"Germany","DEU",2018,"Country","Europe","Europe",1,1,1,1,"Power sector emissions","Total","Total emissions","mtCO2",260.4,-13.59,-4.96
"Germany","DEU",2019,"Country","Europe","Europe",1,1,1,1,"Capacity","Aggregate fuel","Clean","GW",134.58,4.87,3.75
"Germany","DEU",2019,"Country","Europe","Europe",1,1,1,1,"Capacity","Aggregate fuel","Fossil","GW",76.21,-0.9,-1.17
"Germany","DEU",2019,"Country","Europe","Europe",1,1,1,1,"Capacity","Aggregate fuel","Gas and Other Fossil","GW",29.99,0.35,1.18
"Germany","DEU",2019,"Country","Europe","Europe",1,1,1,1,"Capacity","Aggregate fuel","Hydro, Bioenergy and Other Renewables","GW",15.41,0.38,2.53
"Germany","DEU",2019,"Country","Europe","Europe",1,1,1,1,"Capacity","Aggregate fuel","Renewables","GW",125.06,6.15,5.17
"Germany","DEU",2019,"Country","Europe","Europe",1,1,1,1,"Capacity","Aggregate fuel","Wind and Solar","GW",109.65,5.77,5.55
"Germany","DEU",2019,"Country","Europe","Europe",1,1,1,1,"Capacity","Fuel","Bioenergy","GW",8.91,0.31,3.6
"Germany","DEU",2019,"Country","Europe","Europe",1,1,1,1,"Capacity","Fuel","Coal","GW",46.22,-1.25,-2.63
"Germany","DEU",2019,"Country","Europe","Europe",1,1,1,1,"Capacity","Fuel","Gas","GW",24.79,0.35,1.43
"Germany","DEU",2019,"Country","Europe","Europe",1,1,1,1,"Capacity","Fuel","Hydro","GW",5.38,0.05,0.94
"Germany","DEU",2019,"Country","Europe","Europe",1,1,1,1,"Capacity","Fuel","Nuclear","GW",9.52,-1.28,-11.85
"Germany","DEU",2019,"Country","Europe","Europe",1,1,1,1,"Capacity","Fuel","Other Fossil","GW",5.2,0,0
"Germany","DEU",2019,"Country","Europe","Europe",1,1,1,1,"Capacity","Fuel","Other Renewables","GW",1.12,0.02,1.82
"Germany","DEU",2019,"Country","Europe","Europe",1,1,1,1,"Capacity","Fuel","Solar","GW",48.91,3.75,8.3
"Germany","DEU",2019,"Country","Europe","Europe",1,1,1,1,"Capacity","Fuel","Wind","GW",60.74,2.02,3.44
"Germany","DEU",2019,"Country","Europe","Europe",1,1,1,1,"Electricity demand","Demand","Demand","TWh",566.82,-17.16,-2.94
"Germany","DEU",2019,"Country","Europe","Europe",1,1,1,1,"Electricity demand","Demand per capita","Demand per capita","MWh",6.82,-0.23,-3.26
"Germany","DEU",2019,"Country","Europe","Europe",1,1,1,1,"Electricity generation","Aggregate fuel","Clean","%",52.6,NA,NA
"Germany","DEU",2019,"Country","Europe","Europe",1,1,1,1,"Electricity generation","Aggregate fuel","Fossil","%",47.39,NA,NA
"Germany","DEU",2019,"Country","Europe","Europe",1,1,1,1,"Electricity generation","Aggregate fuel","Gas and Other Fossil","%",18.79,NA,NA
"Germany","DEU",2019,"Country","Europe","Europe",1,1,1,1,"Electricity generation","Aggregate fuel","Hydro, Bioenergy and Other Renewables","%",11.68,NA,NA
"Germany","DEU",2019,"Country","Europe","Europe",1,1,1,1,"Electricity generation","Aggregate fuel","Renewables","%",40.08,NA,NA
"Germany","DEU",2019,"Country","Europe","Europe",1,1,1,1,"Electricity generation","Aggregate fuel","Wind and Solar","%",28.4,NA,NA
"Germany","DEU",2019,"Country","Europe","Europe",1,1,1,1,"Electricity generation","Aggregate fuel","Clean","TWh",315.4,17.33,5.81
"Germany","DEU",2019,"Country","Europe","Europe",1,1,1,1,"Electricity generation","Aggregate fuel","Fossil","TWh",284.09,-50.56,-15.11
"Germany","DEU",2019,"Country","Europe","Europe",1,1,1,1,"Electricity generation","Aggregate fuel","Gas and Other Fossil","TWh",112.64,6.15,5.78
"Germany","DEU",2019,"Country","Europe","Europe",1,1,1,1,"Electricity generation","Aggregate fuel","Hydro, Bioenergy and Other Renewables","TWh",70.06,1.4,2.04
"Germany","DEU",2019,"Country","Europe","Europe",1,1,1,1,"Electricity generation","Aggregate fuel","Renewables","TWh",240.33,18.26,8.22
"Germany","DEU",2019,"Country","Europe","Europe",1,1,1,1,"Electricity generation","Aggregate fuel","Wind and Solar","TWh",170.27,16.86,10.99
"Germany","DEU",2019,"Country","Europe","Europe",1,1,1,1,"Electricity generation","Fuel","Bioenergy","%",8.36,NA,NA
"Germany","DEU",2019,"Country","Europe","Europe",1,1,1,1,"Electricity generation","Fuel","Coal","%",28.6,NA,NA
"Germany","DEU",2019,"Country","Europe","Europe",1,1,1,1,"Electricity generation","Fuel","Gas","%",15.17,NA,NA
"Germany","DEU",2019,"Country","Europe","Europe",1,1,1,1,"Electricity generation","Fuel","Hydro","%",3.29,NA,NA
"Germany","DEU",2019,"Country","Europe","Europe",1,1,1,1,"Electricity generation","Fuel","Nuclear","%",12.52,NA,NA
"Germany","DEU",2019,"Country","Europe","Europe",1,1,1,1,"Electricity generation","Fuel","Other Fossil","%",3.62,NA,NA
"Germany","DEU",2019,"Country","Europe","Europe",1,1,1,1,"Electricity generation","Fuel","Other Renewables","%",0.03,NA,NA
"Germany","DEU",2019,"Country","Europe","Europe",1,1,1,1,"Electricity generation","Fuel","Solar","%",7.4,NA,NA
"Germany","DEU",2019,"Country","Europe","Europe",1,1,1,1,"Electricity generation","Fuel","Wind","%",21,NA,NA
"Germany","DEU",2019,"Country","Europe","Europe",1,1,1,1,"Electricity generation","Fuel","Bioenergy","TWh",50.13,-0.66,-1.3
"Germany","DEU",2019,"Country","Europe","Europe",1,1,1,1,"Electricity generation","Fuel","Coal","TWh",171.45,-56.71,-24.86
"Germany","DEU",2019,"Country","Europe","Europe",1,1,1,1,"Electricity generation","Fuel","Gas","TWh",90.92,7.33,8.77
"Germany","DEU",2019,"Country","Europe","Europe",1,1,1,1,"Electricity generation","Fuel","Hydro","TWh",19.73,2.04,11.53
"Germany","DEU",2019,"Country","Europe","Europe",1,1,1,1,"Electricity generation","Fuel","Nuclear","TWh",75.07,-0.93,-1.22
"Germany","DEU",2019,"Country","Europe","Europe",1,1,1,1,"Electricity generation","Fuel","Other Fossil","TWh",21.72,-1.18,-5.15
"Germany","DEU",2019,"Country","Europe","Europe",1,1,1,1,"Electricity generation","Fuel","Other Renewables","TWh",0.2,0.02,11.11
"Germany","DEU",2019,"Country","Europe","Europe",1,1,1,1,"Electricity generation","Fuel","Solar","TWh",44.38,0.92,2.12
"Germany","DEU",2019,"Country","Europe","Europe",1,1,1,1,"Electricity generation","Fuel","Wind","TWh",125.89,15.94,14.5
"Germany","DEU",2019,"Country","Europe","Europe",1,1,1,1,"Electricity generation","Total","Total Generation","TWh",599.49,-33.23,-5.25
"Germany","DEU",2019,"Country","Europe","Europe",1,1,1,1,"Electricity imports","Electricity imports","Net Imports","TWh",-32.67,16.07,NA
"Germany","DEU",2019,"Country","Europe","Europe",1,1,1,1,"Power sector emissions","Aggregate fuel","Clean","mtCO2",16.42,0.1,0.61
"Germany","DEU",2019,"Country","Europe","Europe",1,1,1,1,"Power sector emissions","Aggregate fuel","Fossil","mtCO2",200.34,-43.74,-17.92
"Germany","DEU",2019,"Country","Europe","Europe",1,1,1,1,"Power sector emissions","Aggregate fuel","Gas and Other Fossil","mtCO2",59.75,2.76,4.84
"Germany","DEU",2019,"Country","Europe","Europe",1,1,1,1,"Power sector emissions","Aggregate fuel","Hydro, Bioenergy and Other Renewables","mtCO2",12.01,-0.1,-0.83
"Germany","DEU",2019,"Country","Europe","Europe",1,1,1,1,"Power sector emissions","Aggregate fuel","Renewables","mtCO2",15.52,0.11,0.71
"Germany","DEU",2019,"Country","Europe","Europe",1,1,1,1,"Power sector emissions","Aggregate fuel","Wind and Solar","mtCO2",3.51,0.21,6.36
"Germany","DEU",2019,"Country","Europe","Europe",1,1,1,1,"Power sector emissions","CO2 intensity","CO2 intensity","gCO2/kWh",361.57,-49.99,-12.15
"Germany","DEU",2019,"Country","Europe","Europe",1,1,1,1,"Power sector emissions","Fuel","Bioenergy","mtCO2",11.53,-0.15,-1.28
"Germany","DEU",2019,"Country","Europe","Europe",1,1,1,1,"Power sector emissions","Fuel","Coal","mtCO2",140.59,-46.5,-24.85
"Germany","DEU",2019,"Country","Europe","Europe",1,1,1,1,"Power sector emissions","Fuel","Gas","mtCO2",44.55,3.59,8.76
"Germany","DEU",2019,"Country","Europe","Europe",1,1,1,1,"Power sector emissions","Fuel","Hydro","mtCO2",0.47,0.05,11.9
"Germany","DEU",2019,"Country","Europe","Europe",1,1,1,1,"Power sector emissions","Fuel","Nuclear","mtCO2",0.9,-0.01,-1.1
"Germany","DEU",2019,"Country","Europe","Europe",1,1,1,1,"Power sector emissions","Fuel","Other Fossil","mtCO2",15.2,-0.83,-5.18
"Germany","DEU",2019,"Country","Europe","Europe",1,1,1,1,"Power sector emissions","Fuel","Other Renewables","mtCO2",0.01,0,0
"Germany","DEU",2019,"Country","Europe","Europe",1,1,1,1,"Power sector emissions","Fuel","Solar","mtCO2",2.13,0.04,1.91
"Germany","DEU",2019,"Country","Europe","Europe",1,1,1,1,"Power sector emissions","Fuel","Wind","mtCO2",1.38,0.17,14.05
"Germany","DEU",2019,"Country","Europe","Europe",1,1,1,1,"Power sector emissions","Total","Total emissions","mtCO2",216.76,-43.64,-16.76
"Germany","DEU",2020,"Country","Europe","Europe",1,1,1,1,"Capacity","Aggregate fuel","Clean","GW",139.84,5.26,3.91
"Germany","DEU",2020,"Country","Europe","Europe",1,1,1,1,"Capacity","Aggregate fuel","Fossil","GW",72.18,-4.03,-5.29
"Germany","DEU",2020,"Country","Europe","Europe",1,1,1,1,"Capacity","Aggregate fuel","Gas and Other Fossil","GW",28.8,-1.19,-3.97
"Germany","DEU",2020,"Country","Europe","Europe",1,1,1,1,"Capacity","Aggregate fuel","Hydro, Bioenergy and Other Renewables","GW",15.82,0.41,2.66
"Germany","DEU",2020,"Country","Europe","Europe",1,1,1,1,"Capacity","Aggregate fuel","Renewables","GW",131.73,6.67,5.33
"Germany","DEU",2020,"Country","Europe","Europe",1,1,1,1,"Capacity","Aggregate fuel","Wind and Solar","GW",115.91,6.26,5.71
"Germany","DEU",2020,"Country","Europe","Europe",1,1,1,1,"Capacity","Fuel","Bioenergy","GW",9.29,0.38,4.26
"Germany","DEU",2020,"Country","Europe","Europe",1,1,1,1,"Capacity","Fuel","Coal","GW",43.38,-2.84,-6.14
"Germany","DEU",2020,"Country","Europe","Europe",1,1,1,1,"Capacity","Fuel","Gas","GW",23.6,-1.19,-4.8
"Germany","DEU",2020,"Country","Europe","Europe",1,1,1,1,"Capacity","Fuel","Hydro","GW",5.44,0.06,1.12
"Germany","DEU",2020,"Country","Europe","Europe",1,1,1,1,"Capacity","Fuel","Nuclear","GW",8.11,-1.41,-14.81
"Germany","DEU",2020,"Country","Europe","Europe",1,1,1,1,"Capacity","Fuel","Other Fossil","GW",5.2,0,0
"Germany","DEU",2020,"Country","Europe","Europe",1,1,1,1,"Capacity","Fuel","Other Renewables","GW",1.09,-0.03,-2.68
"Germany","DEU",2020,"Country","Europe","Europe",1,1,1,1,"Capacity","Fuel","Solar","GW",53.72,4.81,9.83
"Germany","DEU",2020,"Country","Europe","Europe",1,1,1,1,"Capacity","Fuel","Wind","GW",62.19,1.45,2.39
"Germany","DEU",2020,"Country","Europe","Europe",1,1,1,1,"Electricity demand","Demand","Demand","TWh",548.23,-18.59,-3.28
"Germany","DEU",2020,"Country","Europe","Europe",1,1,1,1,"Electricity demand","Demand per capita","Demand per capita","MWh",6.58,-0.24,-3.52
"Germany","DEU",2020,"Country","Europe","Europe",1,1,1,1,"Electricity generation","Aggregate fuel","Clean","%",55.69,NA,NA
"Germany","DEU",2020,"Country","Europe","Europe",1,1,1,1,"Electricity generation","Aggregate fuel","Fossil","%",44.32,NA,NA
"Germany","DEU",2020,"Country","Europe","Europe",1,1,1,1,"Electricity generation","Aggregate fuel","Gas and Other Fossil","%",20.59,NA,NA
"Germany","DEU",2020,"Country","Europe","Europe",1,1,1,1,"Electricity generation","Aggregate fuel","Hydro, Bioenergy and Other Renewables","%",12.32,NA,NA
"Germany","DEU",2020,"Country","Europe","Europe",1,1,1,1,"Electricity generation","Aggregate fuel","Renewables","%",44.34,NA,NA
"Germany","DEU",2020,"Country","Europe","Europe",1,1,1,1,"Electricity generation","Aggregate fuel","Wind and Solar","%",32.02,NA,NA
"Germany","DEU",2020,"Country","Europe","Europe",1,1,1,1,"Electricity generation","Aggregate fuel","Clean","TWh",315.86,0.46,0.15
"Germany","DEU",2020,"Country","Europe","Europe",1,1,1,1,"Electricity generation","Aggregate fuel","Fossil","TWh",251.4,-32.69,-11.51
"Germany","DEU",2020,"Country","Europe","Europe",1,1,1,1,"Electricity generation","Aggregate fuel","Gas and Other Fossil","TWh",116.8,4.16,3.69
"Germany","DEU",2020,"Country","Europe","Europe",1,1,1,1,"Electricity generation","Aggregate fuel","Hydro, Bioenergy and Other Renewables","TWh",69.88,-0.18,-0.26
"Germany","DEU",2020,"Country","Europe","Europe",1,1,1,1,"Electricity generation","Aggregate fuel","Renewables","TWh",251.48,11.15,4.64
"Germany","DEU",2020,"Country","Europe","Europe",1,1,1,1,"Electricity generation","Aggregate fuel","Wind and Solar","TWh",181.6,11.33,6.65
"Germany","DEU",2020,"Country","Europe","Europe",1,1,1,1,"Electricity generation","Fuel","Bioenergy","%",8.98,NA,NA
"Germany","DEU",2020,"Country","Europe","Europe",1,1,1,1,"Electricity generation","Fuel","Coal","%",23.73,NA,NA
"Germany","DEU",2020,"Country","Europe","Europe",1,1,1,1,"Electricity generation","Fuel","Gas","%",16.99,NA,NA
"Germany","DEU",2020,"Country","Europe","Europe",1,1,1,1,"Electricity generation","Fuel","Hydro","%",3.3,NA,NA
"Germany","DEU",2020,"Country","Europe","Europe",1,1,1,1,"Electricity generation","Fuel","Nuclear","%",11.35,NA,NA
"Germany","DEU",2020,"Country","Europe","Europe",1,1,1,1,"Electricity generation","Fuel","Other Fossil","%",3.6,NA,NA
"Germany","DEU",2020,"Country","Europe","Europe",1,1,1,1,"Electricity generation","Fuel","Other Renewables","%",0.04,NA,NA
"Germany","DEU",2020,"Country","Europe","Europe",1,1,1,1,"Electricity generation","Fuel","Solar","%",8.73,NA,NA
"Germany","DEU",2020,"Country","Europe","Europe",1,1,1,1,"Electricity generation","Fuel","Wind","%",23.29,NA,NA
"Germany","DEU",2020,"Country","Europe","Europe",1,1,1,1,"Electricity generation","Fuel","Bioenergy","TWh",50.93,0.8,1.6
"Germany","DEU",2020,"Country","Europe","Europe",1,1,1,1,"Electricity generation","Fuel","Coal","TWh",134.6,-36.85,-21.49
"Germany","DEU",2020,"Country","Europe","Europe",1,1,1,1,"Electricity generation","Fuel","Gas","TWh",96.38,5.46,6.01
"Germany","DEU",2020,"Country","Europe","Europe",1,1,1,1,"Electricity generation","Fuel","Hydro","TWh",18.72,-1.01,-5.12
"Germany","DEU",2020,"Country","Europe","Europe",1,1,1,1,"Electricity generation","Fuel","Nuclear","TWh",64.38,-10.69,-14.24
"Germany","DEU",2020,"Country","Europe","Europe",1,1,1,1,"Electricity generation","Fuel","Other Fossil","TWh",20.42,-1.3,-5.99
"Germany","DEU",2020,"Country","Europe","Europe",1,1,1,1,"Electricity generation","Fuel","Other Renewables","TWh",0.23,0.03,15
"Germany","DEU",2020,"Country","Europe","Europe",1,1,1,1,"Electricity generation","Fuel","Solar","TWh",49.5,5.12,11.54
"Germany","DEU",2020,"Country","Europe","Europe",1,1,1,1,"Electricity generation","Fuel","Wind","TWh",132.1,6.21,4.93
"Germany","DEU",2020,"Country","Europe","Europe",1,1,1,1,"Electricity generation","Total","Total Generation","TWh",567.26,-32.23,-5.38
"Germany","DEU",2020,"Country","Europe","Europe",1,1,1,1,"Electricity imports","Electricity imports","Net Imports","TWh",-19.03,13.64,NA
"Germany","DEU",2020,"Country","Europe","Europe",1,1,1,1,"Power sector emissions","Aggregate fuel","Clean","mtCO2",16.77,0.35,2.13
"Germany","DEU",2020,"Country","Europe","Europe",1,1,1,1,"Power sector emissions","Aggregate fuel","Fossil","mtCO2",171.89,-28.45,-14.2
"Germany","DEU",2020,"Country","Europe","Europe",1,1,1,1,"Power sector emissions","Aggregate fuel","Gas and Other Fossil","mtCO2",61.52,1.77,2.96
"Germany","DEU",2020,"Country","Europe","Europe",1,1,1,1,"Power sector emissions","Aggregate fuel","Hydro, Bioenergy and Other Renewables","mtCO2",12.17,0.16,1.33
"Germany","DEU",2020,"Country","Europe","Europe",1,1,1,1,"Power sector emissions","Aggregate fuel","Renewables","mtCO2",16,0.48,3.09
"Germany","DEU",2020,"Country","Europe","Europe",1,1,1,1,"Power sector emissions","Aggregate fuel","Wind and Solar","mtCO2",3.83,0.32,9.12
"Germany","DEU",2020,"Country","Europe","Europe",1,1,1,1,"Power sector emissions","CO2 intensity","CO2 intensity","gCO2/kWh",332.58,-28.99,-8.02
"Germany","DEU",2020,"Country","Europe","Europe",1,1,1,1,"Power sector emissions","Fuel","Bioenergy","mtCO2",11.71,0.18,1.56
"Germany","DEU",2020,"Country","Europe","Europe",1,1,1,1,"Power sector emissions","Fuel","Coal","mtCO2",110.37,-30.22,-21.5
"Germany","DEU",2020,"Country","Europe","Europe",1,1,1,1,"Power sector emissions","Fuel","Gas","mtCO2",47.23,2.68,6.02
"Germany","DEU",2020,"Country","Europe","Europe",1,1,1,1,"Power sector emissions","Fuel","Hydro","mtCO2",0.45,-0.02,-4.26
"Germany","DEU",2020,"Country","Europe","Europe",1,1,1,1,"Power sector emissions","Fuel","Nuclear","mtCO2",0.77,-0.13,-14.44
"Germany","DEU",2020,"Country","Europe","Europe",1,1,1,1,"Power sector emissions","Fuel","Other Fossil","mtCO2",14.29,-0.91,-5.99
"Germany","DEU",2020,"Country","Europe","Europe",1,1,1,1,"Power sector emissions","Fuel","Other Renewables","mtCO2",0.01,0,0
"Germany","DEU",2020,"Country","Europe","Europe",1,1,1,1,"Power sector emissions","Fuel","Solar","mtCO2",2.38,0.25,11.74
"Germany","DEU",2020,"Country","Europe","Europe",1,1,1,1,"Power sector emissions","Fuel","Wind","mtCO2",1.45,0.07,5.07
"Germany","DEU",2020,"Country","Europe","Europe",1,1,1,1,"Power sector emissions","Total","Total emissions","mtCO2",188.66,-28.1,-12.96
"Germany","DEU",2021,"Country","Europe","Europe",1,1,1,1,"Capacity","Aggregate fuel","Clean","GW",142.2,2.36,1.69
"Germany","DEU",2021,"Country","Europe","Europe",1,1,1,1,"Capacity","Aggregate fuel","Fossil","GW",66.13,-6.05,-8.38
"Germany","DEU",2021,"Country","Europe","Europe",1,1,1,1,"Capacity","Aggregate fuel","Gas and Other Fossil","GW",28.63,-0.17,-0.59
"Germany","DEU",2021,"Country","Europe","Europe",1,1,1,1,"Capacity","Aggregate fuel","Hydro, Bioenergy and Other Renewables","GW",15.93,0.11,0.7
"Germany","DEU",2021,"Country","Europe","Europe",1,1,1,1,"Capacity","Aggregate fuel","Renewables","GW",138.15,6.42,4.87
"Germany","DEU",2021,"Country","Europe","Europe",1,1,1,1,"Capacity","Aggregate fuel","Wind and Solar","GW",122.22,6.31,5.44
"Germany","DEU",2021,"Country","Europe","Europe",1,1,1,1,"Capacity","Fuel","Bioenergy","GW",9.44,0.15,1.61
"Germany","DEU",2021,"Country","Europe","Europe",1,1,1,1,"Capacity","Fuel","Coal","GW",37.5,-5.88,-13.55
"Germany","DEU",2021,"Country","Europe","Europe",1,1,1,1,"Capacity","Fuel","Gas","GW",23.43,-0.17,-0.72
"Germany","DEU",2021,"Country","Europe","Europe",1,1,1,1,"Capacity","Fuel","Hydro","GW",5.44,0,0
"Germany","DEU",2021,"Country","Europe","Europe",1,1,1,1,"Capacity","Fuel","Nuclear","GW",4.05,-4.06,-50.06
"Germany","DEU",2021,"Country","Europe","Europe",1,1,1,1,"Capacity","Fuel","Other Fossil","GW",5.2,0,0
"Germany","DEU",2021,"Country","Europe","Europe",1,1,1,1,"Capacity","Fuel","Other Renewables","GW",1.05,-0.04,-3.67
"Germany","DEU",2021,"Country","Europe","Europe",1,1,1,1,"Capacity","Fuel","Solar","GW",58.46,4.74,8.82
"Germany","DEU",2021,"Country","Europe","Europe",1,1,1,1,"Capacity","Fuel","Wind","GW",63.76,1.57,2.52
"Germany","DEU",2021,"Country","Europe","Europe",1,1,1,1,"Electricity demand","Demand","Demand","TWh",563.67,15.44,2.82
"Germany","DEU",2021,"Country","Europe","Europe",1,1,1,1,"Electricity demand","Demand per capita","Demand per capita","MWh",6.76,0.18,2.74
"Germany","DEU",2021,"Country","Europe","Europe",1,1,1,1,"Electricity generation","Aggregate fuel","Clean","%",51.51,NA,NA
"Germany","DEU",2021,"Country","Europe","Europe",1,1,1,1,"Electricity generation","Aggregate fuel","Fossil","%",48.48,NA,NA
"Germany","DEU",2021,"Country","Europe","Europe",1,1,1,1,"Electricity generation","Aggregate fuel","Gas and Other Fossil","%",20.23,NA,NA
"Germany","DEU",2021,"Country","Europe","Europe",1,1,1,1,"Electricity generation","Aggregate fuel","Hydro, Bioenergy and Other Renewables","%",11.48,NA,NA
"Germany","DEU",2021,"Country","Europe","Europe",1,1,1,1,"Electricity generation","Aggregate fuel","Renewables","%",39.64,NA,NA
"Germany","DEU",2021,"Country","Europe","Europe",1,1,1,1,"Electricity generation","Aggregate fuel","Wind and Solar","%",28.16,NA,NA
"Germany","DEU",2021,"Country","Europe","Europe",1,1,1,1,"Electricity generation","Aggregate fuel","Clean","TWh",299.93,-15.93,-5.04
"Germany","DEU",2021,"Country","Europe","Europe",1,1,1,1,"Electricity generation","Aggregate fuel","Fossil","TWh",282.31,30.91,12.3
"Germany","DEU",2021,"Country","Europe","Europe",1,1,1,1,"Electricity generation","Aggregate fuel","Gas and Other Fossil","TWh",117.81,1.01,0.86
"Germany","DEU",2021,"Country","Europe","Europe",1,1,1,1,"Electricity generation","Aggregate fuel","Hydro, Bioenergy and Other Renewables","TWh",66.81,-3.07,-4.39
"Germany","DEU",2021,"Country","Europe","Europe",1,1,1,1,"Electricity generation","Aggregate fuel","Renewables","TWh",230.8,-20.68,-8.22
"Germany","DEU",2021,"Country","Europe","Europe",1,1,1,1,"Electricity generation","Aggregate fuel","Wind and Solar","TWh",163.99,-17.61,-9.7
"Germany","DEU",2021,"Country","Europe","Europe",1,1,1,1,"Electricity generation","Fuel","Bioenergy","%",8.06,NA,NA
"Germany","DEU",2021,"Country","Europe","Europe",1,1,1,1,"Electricity generation","Fuel","Coal","%",28.25,NA,NA
"Germany","DEU",2021,"Country","Europe","Europe",1,1,1,1,"Electricity generation","Fuel","Gas","%",16.35,NA,NA
"Germany","DEU",2021,"Country","Europe","Europe",1,1,1,1,"Electricity generation","Fuel","Hydro","%",3.38,NA,NA
"Germany","DEU",2021,"Country","Europe","Europe",1,1,1,1,"Electricity generation","Fuel","Nuclear","%",11.87,NA,NA
"Germany","DEU",2021,"Country","Europe","Europe",1,1,1,1,"Electricity generation","Fuel","Other Fossil","%",3.88,NA,NA
"Germany","DEU",2021,"Country","Europe","Europe",1,1,1,1,"Electricity generation","Fuel","Other Renewables","%",0.04,NA,NA
"Germany","DEU",2021,"Country","Europe","Europe",1,1,1,1,"Electricity generation","Fuel","Solar","%",8.47,NA,NA
"Germany","DEU",2021,"Country","Europe","Europe",1,1,1,1,"Electricity generation","Fuel","Wind","%",19.69,NA,NA
"Germany","DEU",2021,"Country","Europe","Europe",1,1,1,1,"Electricity generation","Fuel","Bioenergy","TWh",46.91,-4.02,-7.89
"Germany","DEU",2021,"Country","Europe","Europe",1,1,1,1,"Electricity generation","Fuel","Coal","TWh",164.5,29.9,22.21
"Germany","DEU",2021,"Country","Europe","Europe",1,1,1,1,"Electricity generation","Fuel","Gas","TWh",95.22,-1.16,-1.2
"Germany","DEU",2021,"Country","Europe","Europe",1,1,1,1,"Electricity generation","Fuel","Hydro","TWh",19.66,0.94,5.02
"Germany","DEU",2021,"Country","Europe","Europe",1,1,1,1,"Electricity generation","Fuel","Nuclear","TWh",69.13,4.75,7.38
"Germany","DEU",2021,"Country","Europe","Europe",1,1,1,1,"Electricity generation","Fuel","Other Fossil","TWh",22.59,2.17,10.63
"Germany","DEU",2021,"Country","Europe","Europe",1,1,1,1,"Electricity generation","Fuel","Other Renewables","TWh",0.24,0.01,4.35
"Germany","DEU",2021,"Country","Europe","Europe",1,1,1,1,"Electricity generation","Fuel","Solar","TWh",49.34,-0.16,-0.32
"Germany","DEU",2021,"Country","Europe","Europe",1,1,1,1,"Electricity generation","Fuel","Wind","TWh",114.65,-17.45,-13.21
"Germany","DEU",2021,"Country","Europe","Europe",1,1,1,1,"Electricity generation","Total","Total Generation","TWh",582.24,14.98,2.64
"Germany","DEU",2021,"Country","Europe","Europe",1,1,1,1,"Electricity imports","Electricity imports","Net Imports","TWh",-18.57,0.46,NA
"Germany","DEU",2021,"Country","Europe","Europe",1,1,1,1,"Power sector emissions","Aggregate fuel","Clean","mtCO2",15.73,-1.04,-6.2
"Germany","DEU",2021,"Country","Europe","Europe",1,1,1,1,"Power sector emissions","Aggregate fuel","Fossil","mtCO2",197.36,25.47,14.82
"Germany","DEU",2021,"Country","Europe","Europe",1,1,1,1,"Power sector emissions","Aggregate fuel","Gas and Other Fossil","mtCO2",62.47,0.95,1.54
"Germany","DEU",2021,"Country","Europe","Europe",1,1,1,1,"Power sector emissions","Aggregate fuel","Hydro, Bioenergy and Other Renewables","mtCO2",11.27,-0.9,-7.4
