"Area","Country code","Year","Area type","Continent","Ember region","EU","OECD","G20","G7","Category","Subcategory","Variable","Unit","Value","YoY absolute change","YoY % change"
"China","CHN",2021,"Country","Asia","Asia",0,0,1,0,"Electricity generation","Fuel","Other Fossil","%",0.14,NA,NA
"China","CHN",2021,"Country","Asia","Asia",0,0,1,0,"Electricity generation","Fuel","Solar","%",3.85,NA,NA
"China","CHN",2021,"Country","Asia","Asia",0,0,1,0,"Electricity generation","Fuel","Wind","%",7.73,NA,NA
"China","CHN",2021,"Country","Asia","Asia",0,0,1,0,"Electricity generation","Fuel","Bioenergy","TWh",169.93,34.3,25.29
"China","CHN",2021,"Country","Asia","Asia",0,0,1,0,"Electricity generation","Fuel","Coal","TWh",5339.14,418.31,8.5
"China","CHN",2021,"Country","Asia","Asia",0,0,1,0,"Electricity generation","Fuel","Gas","TWh",272.6,20.1,7.96
"China","CHN",2021,"Country","Asia","Asia",0,0,1,0,"Electricity generation","Fuel","Hydro","TWh",1300,-21.71,-1.64
"China","CHN",2021,"Country","Asia","Asia",0,0,1,0,"Electricity generation","Fuel","Nuclear","TWh",407.5,41.3,11.28
"China","CHN",2021,"Country","Asia","Asia",0,0,1,0,"Electricity generation","Fuel","Other Fossil","TWh",12.25,1.45,13.43
"China","CHN",2021,"Country","Asia","Asia",0,0,1,0,"Electricity generation","Fuel","Solar","TWh",327,65.9,25.24
"China","CHN",2021,"Country","Asia","Asia",0,0,1,0,"Electricity generation","Fuel","Wind","TWh",655.6,189.1,40.54
"China","CHN",2021,"Country","Asia","Asia",0,0,1,0,"Electricity generation","Total","Total Generation","TWh",8484.02,748.75,9.68
"China","CHN",2021,"Country","Asia","Asia",0,0,1,0,"Electricity imports","Electricity imports","Net Imports","TWh",-17.7,-0.66,NA
"China","CHN",2021,"Country","Asia","Asia",0,0,1,0,"Power sector emissions","Aggregate fuel","Clean","mtCO2",98.08,13.12,15.44
"China","CHN",2021,"Country","Asia","Asia",0,0,1,0,"Power sector emissions","Aggregate fuel","Fossil","mtCO2",4520.24,353.87,8.49
"China","CHN",2021,"Country","Asia","Asia",0,0,1,0,"Power sector emissions","Aggregate fuel","Gas and Other Fossil","mtCO2",142.15,10.86,8.27
"China","CHN",2021,"Country","Asia","Asia",0,0,1,0,"Power sector emissions","Aggregate fuel","Hydro, Bioenergy and Other Renewables","mtCO2",70.28,7.37,11.72
"China","CHN",2021,"Country","Asia","Asia",0,0,1,0,"Power sector emissions","Aggregate fuel","Renewables","mtCO2",93.19,12.62,15.66
"China","CHN",2021,"Country","Asia","Asia",0,0,1,0,"Power sector emissions","Aggregate fuel","Wind and Solar","mtCO2",22.91,5.25,29.73
"China","CHN",2021,"Country","Asia","Asia",0,0,1,0,"Power sector emissions","CO2 intensity","CO2 intensity","gCO2/kWh",544.36,-5.24,-0.95
"China","CHN",2021,"Country","Asia","Asia",0,0,1,0,"Power sector emissions","Fuel","Bioenergy","mtCO2",39.08,7.89,25.3
"China","CHN",2021,"Country","Asia","Asia",0,0,1,0,"Power sector emissions","Fuel","Coal","mtCO2",4378.09,343.01,8.5
"China","CHN",2021,"Country","Asia","Asia",0,0,1,0,"Power sector emissions","Fuel","Gas","mtCO2",133.57,9.84,7.95
"China","CHN",2021,"Country","Asia","Asia",0,0,1,0,"Power sector emissions","Fuel","Hydro","mtCO2",31.2,-0.52,-1.64
"China","CHN",2021,"Country","Asia","Asia",0,0,1,0,"Power sector emissions","Fuel","Nuclear","mtCO2",4.89,0.5,11.39
"China","CHN",2021,"Country","Asia","Asia",0,0,1,0,"Power sector emissions","Fuel","Other Fossil","mtCO2",8.58,1.02,13.49
"China","CHN",2021,"Country","Asia","Asia",0,0,1,0,"Power sector emissions","Fuel","Solar","mtCO2",15.7,3.17,25.3
"China","CHN",2021,"Country","Asia","Asia",0,0,1,0,"Power sector emissions","Fuel","Wind","mtCO2",7.21,2.08,40.55
"China","CHN",2021,"Country","Asia","Asia",0,0,1,0,"Power sector emissions","Total","Total emissions","mtCO2",4618.32,366.99,8.63
"Colombia","COL",2000,"Country","South America","Latin America and Caribbean",0,1,0,0,"Capacity","Aggregate fuel","Clean","GW",8.35,NA,NA
"Colombia","COL",2000,"Country","South America","Latin America and Caribbean",0,1,0,0,"Capacity","Aggregate fuel","Fossil","GW",4.68,NA,NA
"Colombia","COL",2000,"Country","South America","Latin America and Caribbean",0,1,0,0,"Capacity","Aggregate fuel","Gas and Other Fossil","GW",3.64,NA,NA
"Colombia","COL",2000,"Country","South America","Latin America and Caribbean",0,1,0,0,"Capacity","Aggregate fuel","Hydro, Bioenergy and Other Renewables","GW",8.35,NA,NA
"Colombia","COL",2000,"Country","South America","Latin America and Caribbean",0,1,0,0,"Capacity","Aggregate fuel","Renewables","GW",8.35,NA,NA
"Colombia","COL",2000,"Country","South America","Latin America and Caribbean",0,1,0,0,"Capacity","Aggregate fuel","Wind and Solar","GW",0,NA,NA
"Colombia","COL",2000,"Country","South America","Latin America and Caribbean",0,1,0,0,"Capacity","Fuel","Bioenergy","GW",0.08,NA,NA
"Colombia","COL",2000,"Country","South America","Latin America and Caribbean",0,1,0,0,"Capacity","Fuel","Coal","GW",1.04,NA,NA
"Colombia","COL",2000,"Country","South America","Latin America and Caribbean",0,1,0,0,"Capacity","Fuel","Gas","GW",3.46,NA,NA
"Colombia","COL",2000,"Country","South America","Latin America and Caribbean",0,1,0,0,"Capacity","Fuel","Hydro","GW",8.27,NA,NA
"Colombia","COL",2000,"Country","South America","Latin America and Caribbean",0,1,0,0,"Capacity","Fuel","Nuclear","GW",NA,NA,NA
"Colombia","COL",2000,"Country","South America","Latin America and Caribbean",0,1,0,0,"Capacity","Fuel","Other Fossil","GW",0.18,NA,NA
"Colombia","COL",2000,"Country","South America","Latin America and Caribbean",0,1,0,0,"Capacity","Fuel","Other Renewables","GW",NA,NA,NA
"Colombia","COL",2000,"Country","South America","Latin America and Caribbean",0,1,0,0,"Capacity","Fuel","Solar","GW",0,NA,NA
"Colombia","COL",2000,"Country","South America","Latin America and Caribbean",0,1,0,0,"Capacity","Fuel","Wind","GW",0,NA,NA
"Colombia","COL",2000,"Country","South America","Latin America and Caribbean",0,1,0,0,"Electricity demand","Demand","Demand","TWh",42.25,NA,NA
"Colombia","COL",2000,"Country","South America","Latin America and Caribbean",0,1,0,0,"Electricity demand","Demand per capita","Demand per capita","MWh",1.08,NA,NA
"Colombia","COL",2000,"Country","South America","Latin America and Caribbean",0,1,0,0,"Electricity generation","Aggregate fuel","Clean","%",75.7,NA,NA
"Colombia","COL",2000,"Country","South America","Latin America and Caribbean",0,1,0,0,"Electricity generation","Aggregate fuel","Fossil","%",24.29,NA,NA
"Colombia","COL",2000,"Country","South America","Latin America and Caribbean",0,1,0,0,"Electricity generation","Aggregate fuel","Gas and Other Fossil","%",18.89,NA,NA
"Colombia","COL",2000,"Country","South America","Latin America and Caribbean",0,1,0,0,"Electricity generation","Aggregate fuel","Hydro, Bioenergy and Other Renewables","%",75.68,NA,NA
"Colombia","COL",2000,"Country","South America","Latin America and Caribbean",0,1,0,0,"Electricity generation","Aggregate fuel","Renewables","%",75.7,NA,NA
"Colombia","COL",2000,"Country","South America","Latin America and Caribbean",0,1,0,0,"Electricity generation","Aggregate fuel","Wind and Solar","%",0.02,NA,NA
"Colombia","COL",2000,"Country","South America","Latin America and Caribbean",0,1,0,0,"Electricity generation","Aggregate fuel","Clean","TWh",31.94,NA,NA
"Colombia","COL",2000,"Country","South America","Latin America and Caribbean",0,1,0,0,"Electricity generation","Aggregate fuel","Fossil","TWh",10.25,NA,NA
"Colombia","COL",2000,"Country","South America","Latin America and Caribbean",0,1,0,0,"Electricity generation","Aggregate fuel","Gas and Other Fossil","TWh",7.97,NA,NA
"Colombia","COL",2000,"Country","South America","Latin America and Caribbean",0,1,0,0,"Electricity generation","Aggregate fuel","Hydro, Bioenergy and Other Renewables","TWh",31.93,NA,NA
"Colombia","COL",2000,"Country","South America","Latin America and Caribbean",0,1,0,0,"Electricity generation","Aggregate fuel","Renewables","TWh",31.94,NA,NA
"Colombia","COL",2000,"Country","South America","Latin America and Caribbean",0,1,0,0,"Electricity generation","Aggregate fuel","Wind and Solar","TWh",0.01,NA,NA
"Colombia","COL",2000,"Country","South America","Latin America and Caribbean",0,1,0,0,"Electricity generation","Fuel","Bioenergy","%",0.43,NA,NA
"Colombia","COL",2000,"Country","South America","Latin America and Caribbean",0,1,0,0,"Electricity generation","Fuel","Coal","%",5.4,NA,NA
"Colombia","COL",2000,"Country","South America","Latin America and Caribbean",0,1,0,0,"Electricity generation","Fuel","Gas","%",17.97,NA,NA
"Colombia","COL",2000,"Country","South America","Latin America and Caribbean",0,1,0,0,"Electricity generation","Fuel","Hydro","%",75.25,NA,NA
"Colombia","COL",2000,"Country","South America","Latin America and Caribbean",0,1,0,0,"Electricity generation","Fuel","Nuclear","%",0,NA,NA
"Colombia","COL",2000,"Country","South America","Latin America and Caribbean",0,1,0,0,"Electricity generation","Fuel","Other Fossil","%",0.92,NA,NA
"Colombia","COL",2000,"Country","South America","Latin America and Caribbean",0,1,0,0,"Electricity generation","Fuel","Other Renewables","%",0,NA,NA
"Colombia","COL",2000,"Country","South America","Latin America and Caribbean",0,1,0,0,"Electricity generation","Fuel","Solar","%",0.02,NA,NA
"Colombia","COL",2000,"Country","South America","Latin America and Caribbean",0,1,0,0,"Electricity generation","Fuel","Wind","%",0,NA,NA
"Colombia","COL",2000,"Country","South America","Latin America and Caribbean",0,1,0,0,"Electricity generation","Fuel","Bioenergy","TWh",0.18,NA,NA
"Colombia","COL",2000,"Country","South America","Latin America and Caribbean",0,1,0,0,"Electricity generation","Fuel","Coal","TWh",2.28,NA,NA
"Colombia","COL",2000,"Country","South America","Latin America and Caribbean",0,1,0,0,"Electricity generation","Fuel","Gas","TWh",7.58,NA,NA
"Colombia","COL",2000,"Country","South America","Latin America and Caribbean",0,1,0,0,"Electricity generation","Fuel","Hydro","TWh",31.75,NA,NA
"Colombia","COL",2000,"Country","South America","Latin America and Caribbean",0,1,0,0,"Electricity generation","Fuel","Nuclear","TWh",0,NA,NA
"Colombia","COL",2000,"Country","South America","Latin America and Caribbean",0,1,0,0,"Electricity generation","Fuel","Other Fossil","TWh",0.39,NA,NA
"Colombia","COL",2000,"Country","South America","Latin America and Caribbean",0,1,0,0,"Electricity generation","Fuel","Other Renewables","TWh",0,NA,NA
"Colombia","COL",2000,"Country","South America","Latin America and Caribbean",0,1,0,0,"Electricity generation","Fuel","Solar","TWh",0.01,NA,NA
"Colombia","COL",2000,"Country","South America","Latin America and Caribbean",0,1,0,0,"Electricity generation","Fuel","Wind","TWh",0,NA,NA
"Colombia","COL",2000,"Country","South America","Latin America and Caribbean",0,1,0,0,"Electricity generation","Total","Total Generation","TWh",42.19,NA,NA
"Colombia","COL",2000,"Country","South America","Latin America and Caribbean",0,1,0,0,"Electricity imports","Electricity imports","Net Imports","TWh",0.06,NA,NA
"Colombia","COL",2000,"Country","South America","Latin America and Caribbean",0,1,0,0,"Power sector emissions","Aggregate fuel","Clean","mtCO2",0.8,NA,NA
"Colombia","COL",2000,"Country","South America","Latin America and Caribbean",0,1,0,0,"Power sector emissions","Aggregate fuel","Fossil","mtCO2",5.85,NA,NA
"Colombia","COL",2000,"Country","South America","Latin America and Caribbean",0,1,0,0,"Power sector emissions","Aggregate fuel","Gas and Other Fossil","mtCO2",3.98,NA,NA
"Colombia","COL",2000,"Country","South America","Latin America and Caribbean",0,1,0,0,"Power sector emissions","Aggregate fuel","Hydro, Bioenergy and Other Renewables","mtCO2",0.8,NA,NA
"Colombia","COL",2000,"Country","South America","Latin America and Caribbean",0,1,0,0,"Power sector emissions","Aggregate fuel","Renewables","mtCO2",0.8,NA,NA
"Colombia","COL",2000,"Country","South America","Latin America and Caribbean",0,1,0,0,"Power sector emissions","Aggregate fuel","Wind and Solar","mtCO2",0,NA,NA
"Colombia","COL",2000,"Country","South America","Latin America and Caribbean",0,1,0,0,"Power sector emissions","CO2 intensity","CO2 intensity","gCO2/kWh",157.62,NA,NA
"Colombia","COL",2000,"Country","South America","Latin America and Caribbean",0,1,0,0,"Power sector emissions","Fuel","Bioenergy","mtCO2",0.04,NA,NA
"Colombia","COL",2000,"Country","South America","Latin America and Caribbean",0,1,0,0,"Power sector emissions","Fuel","Coal","mtCO2",1.87,NA,NA
"Colombia","COL",2000,"Country","South America","Latin America and Caribbean",0,1,0,0,"Power sector emissions","Fuel","Gas","mtCO2",3.71,NA,NA
"Colombia","COL",2000,"Country","South America","Latin America and Caribbean",0,1,0,0,"Power sector emissions","Fuel","Hydro","mtCO2",0.76,NA,NA
"Colombia","COL",2000,"Country","South America","Latin America and Caribbean",0,1,0,0,"Power sector emissions","Fuel","Nuclear","mtCO2",0,NA,NA
"Colombia","COL",2000,"Country","South America","Latin America and Caribbean",0,1,0,0,"Power sector emissions","Fuel","Other Fossil","mtCO2",0.27,NA,NA
"Colombia","COL",2000,"Country","South America","Latin America and Caribbean",0,1,0,0,"Power sector emissions","Fuel","Other Renewables","mtCO2",0,NA,NA
"Colombia","COL",2000,"Country","South America","Latin America and Caribbean",0,1,0,0,"Power sector emissions","Fuel","Solar","mtCO2",0,NA,NA
"Colombia","COL",2000,"Country","South America","Latin America and Caribbean",0,1,0,0,"Power sector emissions","Fuel","Wind","mtCO2",0,NA,NA
"Colombia","COL",2000,"Country","South America","Latin America and Caribbean",0,1,0,0,"Power sector emissions","Total","Total emissions","mtCO2",6.65,NA,NA
"Colombia","COL",2001,"Country","South America","Latin America and Caribbean",0,1,0,0,"Capacity","Aggregate fuel","Clean","GW",8.76,0.41,4.91
"Colombia","COL",2001,"Country","South America","Latin America and Caribbean",0,1,0,0,"Capacity","Aggregate fuel","Fossil","GW",4.79,0.11,2.35
"Colombia","COL",2001,"Country","South America","Latin America and Caribbean",0,1,0,0,"Capacity","Aggregate fuel","Gas and Other Fossil","GW",3.75,0.11,3.02
"Colombia","COL",2001,"Country","South America","Latin America and Caribbean",0,1,0,0,"Capacity","Aggregate fuel","Hydro, Bioenergy and Other Renewables","GW",8.76,0.41,4.91
"Colombia","COL",2001,"Country","South America","Latin America and Caribbean",0,1,0,0,"Capacity","Aggregate fuel","Renewables","GW",8.76,0.41,4.91
"Colombia","COL",2001,"Country","South America","Latin America and Caribbean",0,1,0,0,"Capacity","Aggregate fuel","Wind and Solar","GW",0,0,NA
"Colombia","COL",2001,"Country","South America","Latin America and Caribbean",0,1,0,0,"Capacity","Fuel","Bioenergy","GW",0.08,0,0
"Colombia","COL",2001,"Country","South America","Latin America and Caribbean",0,1,0,0,"Capacity","Fuel","Coal","GW",1.04,0,0
"Colombia","COL",2001,"Country","South America","Latin America and Caribbean",0,1,0,0,"Capacity","Fuel","Gas","GW",3.46,0,0
"Colombia","COL",2001,"Country","South America","Latin America and Caribbean",0,1,0,0,"Capacity","Fuel","Hydro","GW",8.68,0.41,4.96
"Colombia","COL",2001,"Country","South America","Latin America and Caribbean",0,1,0,0,"Capacity","Fuel","Nuclear","GW",NA,NA,NA
"Colombia","COL",2001,"Country","South America","Latin America and Caribbean",0,1,0,0,"Capacity","Fuel","Other Fossil","GW",0.29,0.11,61.11
"Colombia","COL",2001,"Country","South America","Latin America and Caribbean",0,1,0,0,"Capacity","Fuel","Other Renewables","GW",NA,NA,NA
"Colombia","COL",2001,"Country","South America","Latin America and Caribbean",0,1,0,0,"Capacity","Fuel","Solar","GW",0,0,NA
"Colombia","COL",2001,"Country","South America","Latin America and Caribbean",0,1,0,0,"Capacity","Fuel","Wind","GW",0,0,NA
"Colombia","COL",2001,"Country","South America","Latin America and Caribbean",0,1,0,0,"Electricity demand","Demand","Demand","TWh",42.29,0.04,0.09
"Colombia","COL",2001,"Country","South America","Latin America and Caribbean",0,1,0,0,"Electricity demand","Demand per capita","Demand per capita","MWh",1.06,-0.02,-1.85
"Colombia","COL",2001,"Country","South America","Latin America and Caribbean",0,1,0,0,"Electricity generation","Aggregate fuel","Clean","%",74.58,NA,NA
"Colombia","COL",2001,"Country","South America","Latin America and Caribbean",0,1,0,0,"Electricity generation","Aggregate fuel","Fossil","%",25.41,NA,NA
"Colombia","COL",2001,"Country","South America","Latin America and Caribbean",0,1,0,0,"Electricity generation","Aggregate fuel","Gas and Other Fossil","%",19.88,NA,NA
"Colombia","COL",2001,"Country","South America","Latin America and Caribbean",0,1,0,0,"Electricity generation","Aggregate fuel","Hydro, Bioenergy and Other Renewables","%",74.56,NA,NA
"Colombia","COL",2001,"Country","South America","Latin America and Caribbean",0,1,0,0,"Electricity generation","Aggregate fuel","Renewables","%",74.58,NA,NA
"Colombia","COL",2001,"Country","South America","Latin America and Caribbean",0,1,0,0,"Electricity generation","Aggregate fuel","Wind and Solar","%",0.02,NA,NA
"Colombia","COL",2001,"Country","South America","Latin America and Caribbean",0,1,0,0,"Electricity generation","Aggregate fuel","Clean","TWh",31.67,-0.27,-0.85
"Colombia","COL",2001,"Country","South America","Latin America and Caribbean",0,1,0,0,"Electricity generation","Aggregate fuel","Fossil","TWh",10.79,0.54,5.27
"Colombia","COL",2001,"Country","South America","Latin America and Caribbean",0,1,0,0,"Electricity generation","Aggregate fuel","Gas and Other Fossil","TWh",8.44,0.47,5.9
"Colombia","COL",2001,"Country","South America","Latin America and Caribbean",0,1,0,0,"Electricity generation","Aggregate fuel","Hydro, Bioenergy and Other Renewables","TWh",31.66,-0.27,-0.85
"Colombia","COL",2001,"Country","South America","Latin America and Caribbean",0,1,0,0,"Electricity generation","Aggregate fuel","Renewables","TWh",31.67,-0.27,-0.85
"Colombia","COL",2001,"Country","South America","Latin America and Caribbean",0,1,0,0,"Electricity generation","Aggregate fuel","Wind and Solar","TWh",0.01,0,0
"Colombia","COL",2001,"Country","South America","Latin America and Caribbean",0,1,0,0,"Electricity generation","Fuel","Bioenergy","%",0.42,NA,NA
"Colombia","COL",2001,"Country","South America","Latin America and Caribbean",0,1,0,0,"Electricity generation","Fuel","Coal","%",5.53,NA,NA
"Colombia","COL",2001,"Country","South America","Latin America and Caribbean",0,1,0,0,"Electricity generation","Fuel","Gas","%",18.37,NA,NA
"Colombia","COL",2001,"Country","South America","Latin America and Caribbean",0,1,0,0,"Electricity generation","Fuel","Hydro","%",74.14,NA,NA
"Colombia","COL",2001,"Country","South America","Latin America and Caribbean",0,1,0,0,"Electricity generation","Fuel","Nuclear","%",0,NA,NA
"Colombia","COL",2001,"Country","South America","Latin America and Caribbean",0,1,0,0,"Electricity generation","Fuel","Other Fossil","%",1.51,NA,NA
"Colombia","COL",2001,"Country","South America","Latin America and Caribbean",0,1,0,0,"Electricity generation","Fuel","Other Renewables","%",0,NA,NA
"Colombia","COL",2001,"Country","South America","Latin America and Caribbean",0,1,0,0,"Electricity generation","Fuel","Solar","%",0.02,NA,NA
"Colombia","COL",2001,"Country","South America","Latin America and Caribbean",0,1,0,0,"Electricity generation","Fuel","Wind","%",0,NA,NA
"Colombia","COL",2001,"Country","South America","Latin America and Caribbean",0,1,0,0,"Electricity generation","Fuel","Bioenergy","TWh",0.18,0,0
"Colombia","COL",2001,"Country","South America","Latin America and Caribbean",0,1,0,0,"Electricity generation","Fuel","Coal","TWh",2.35,0.07,3.07
"Colombia","COL",2001,"Country","South America","Latin America and Caribbean",0,1,0,0,"Electricity generation","Fuel","Gas","TWh",7.8,0.22,2.9
"Colombia","COL",2001,"Country","South America","Latin America and Caribbean",0,1,0,0,"Electricity generation","Fuel","Hydro","TWh",31.48,-0.27,-0.85
"Colombia","COL",2001,"Country","South America","Latin America and Caribbean",0,1,0,0,"Electricity generation","Fuel","Nuclear","TWh",0,0,NA
"Colombia","COL",2001,"Country","South America","Latin America and Caribbean",0,1,0,0,"Electricity generation","Fuel","Other Fossil","TWh",0.64,0.25,64.1
"Colombia","COL",2001,"Country","South America","Latin America and Caribbean",0,1,0,0,"Electricity generation","Fuel","Other Renewables","TWh",0,0,NA
"Colombia","COL",2001,"Country","South America","Latin America and Caribbean",0,1,0,0,"Electricity generation","Fuel","Solar","TWh",0.01,0,0
"Colombia","COL",2001,"Country","South America","Latin America and Caribbean",0,1,0,0,"Electricity generation","Fuel","Wind","TWh",0,0,NA
"Colombia","COL",2001,"Country","South America","Latin America and Caribbean",0,1,0,0,"Electricity generation","Total","Total Generation","TWh",42.46,0.27,0.64
"Colombia","COL",2001,"Country","South America","Latin America and Caribbean",0,1,0,0,"Electricity imports","Electricity imports","Net Imports","TWh",-0.17,-0.23,-383.33
"Colombia","COL",2001,"Country","South America","Latin America and Caribbean",0,1,0,0,"Power sector emissions","Aggregate fuel","Clean","mtCO2",0.8,0,0
"Colombia","COL",2001,"Country","South America","Latin America and Caribbean",0,1,0,0,"Power sector emissions","Aggregate fuel","Fossil","mtCO2",6.2,0.35,5.98
"Colombia","COL",2001,"Country","South America","Latin America and Caribbean",0,1,0,0,"Power sector emissions","Aggregate fuel","Gas and Other Fossil","mtCO2",4.27,0.29,7.29
"Colombia","COL",2001,"Country","South America","Latin America and Caribbean",0,1,0,0,"Power sector emissions","Aggregate fuel","Hydro, Bioenergy and Other Renewables","mtCO2",0.8,0,0
"Colombia","COL",2001,"Country","South America","Latin America and Caribbean",0,1,0,0,"Power sector emissions","Aggregate fuel","Renewables","mtCO2",0.8,0,0
"Colombia","COL",2001,"Country","South America","Latin America and Caribbean",0,1,0,0,"Power sector emissions","Aggregate fuel","Wind and Solar","mtCO2",0,0,NA
"Colombia","COL",2001,"Country","South America","Latin America and Caribbean",0,1,0,0,"Power sector emissions","CO2 intensity","CO2 intensity","gCO2/kWh",164.86,7.24,4.59
"Colombia","COL",2001,"Country","South America","Latin America and Caribbean",0,1,0,0,"Power sector emissions","Fuel","Bioenergy","mtCO2",0.04,0,0
"Colombia","COL",2001,"Country","South America","Latin America and Caribbean",0,1,0,0,"Power sector emissions","Fuel","Coal","mtCO2",1.93,0.06,3.21
"Colombia","COL",2001,"Country","South America","Latin America and Caribbean",0,1,0,0,"Power sector emissions","Fuel","Gas","mtCO2",3.82,0.11,2.96
"Colombia","COL",2001,"Country","South America","Latin America and Caribbean",0,1,0,0,"Power sector emissions","Fuel","Hydro","mtCO2",0.76,0,0
"Colombia","COL",2001,"Country","South America","Latin America and Caribbean",0,1,0,0,"Power sector emissions","Fuel","Nuclear","mtCO2",0,0,NA
"Colombia","COL",2001,"Country","South America","Latin America and Caribbean",0,1,0,0,"Power sector emissions","Fuel","Other Fossil","mtCO2",0.45,0.18,66.67
"Colombia","COL",2001,"Country","South America","Latin America and Caribbean",0,1,0,0,"Power sector emissions","Fuel","Other Renewables","mtCO2",0,0,NA
"Colombia","COL",2001,"Country","South America","Latin America and Caribbean",0,1,0,0,"Power sector emissions","Fuel","Solar","mtCO2",0,0,NA
"Colombia","COL",2001,"Country","South America","Latin America and Caribbean",0,1,0,0,"Power sector emissions","Fuel","Wind","mtCO2",0,0,NA
"Colombia","COL",2001,"Country","South America","Latin America and Caribbean",0,1,0,0,"Power sector emissions","Total","Total emissions","mtCO2",7,0.35,5.26
"Colombia","COL",2002,"Country","South America","Latin America and Caribbean",0,1,0,0,"Capacity","Aggregate fuel","Clean","GW",9.12,0.36,4.11
"Colombia","COL",2002,"Country","South America","Latin America and Caribbean",0,1,0,0,"Capacity","Aggregate fuel","Fossil","GW",4.78,-0.01,-0.21
"Colombia","COL",2002,"Country","South America","Latin America and Caribbean",0,1,0,0,"Capacity","Aggregate fuel","Gas and Other Fossil","GW",3.74,-0.01,-0.27
"Colombia","COL",2002,"Country","South America","Latin America and Caribbean",0,1,0,0,"Capacity","Aggregate fuel","Hydro, Bioenergy and Other Renewables","GW",9.12,0.36,4.11
"Colombia","COL",2002,"Country","South America","Latin America and Caribbean",0,1,0,0,"Capacity","Aggregate fuel","Renewables","GW",9.12,0.36,4.11
"Colombia","COL",2002,"Country","South America","Latin America and Caribbean",0,1,0,0,"Capacity","Aggregate fuel","Wind and Solar","GW",0,0,NA
"Colombia","COL",2002,"Country","South America","Latin America and Caribbean",0,1,0,0,"Capacity","Fuel","Bioenergy","GW",0.08,0,0
"Colombia","COL",2002,"Country","South America","Latin America and Caribbean",0,1,0,0,"Capacity","Fuel","Coal","GW",1.04,0,0
"Colombia","COL",2002,"Country","South America","Latin America and Caribbean",0,1,0,0,"Capacity","Fuel","Gas","GW",3.46,0,0
"Colombia","COL",2002,"Country","South America","Latin America and Caribbean",0,1,0,0,"Capacity","Fuel","Hydro","GW",9.04,0.36,4.15
"Colombia","COL",2002,"Country","South America","Latin America and Caribbean",0,1,0,0,"Capacity","Fuel","Nuclear","GW",NA,NA,NA
"Colombia","COL",2002,"Country","South America","Latin America and Caribbean",0,1,0,0,"Capacity","Fuel","Other Fossil","GW",0.28,-0.01,-3.45
"Colombia","COL",2002,"Country","South America","Latin America and Caribbean",0,1,0,0,"Capacity","Fuel","Other Renewables","GW",NA,NA,NA
"Colombia","COL",2002,"Country","South America","Latin America and Caribbean",0,1,0,0,"Capacity","Fuel","Solar","GW",0,0,NA
"Colombia","COL",2002,"Country","South America","Latin America and Caribbean",0,1,0,0,"Capacity","Fuel","Wind","GW",0,0,NA
"Colombia","COL",2002,"Country","South America","Latin America and Caribbean",0,1,0,0,"Electricity demand","Demand","Demand","TWh",43.46,1.17,2.77
"Colombia","COL",2002,"Country","South America","Latin America and Caribbean",0,1,0,0,"Electricity demand","Demand per capita","Demand per capita","MWh",1.07,0.01,0.94
"Colombia","COL",2002,"Country","South America","Latin America and Caribbean",0,1,0,0,"Electricity generation","Aggregate fuel","Clean","%",76.72,NA,NA
"Colombia","COL",2002,"Country","South America","Latin America and Caribbean",0,1,0,0,"Electricity generation","Aggregate fuel","Fossil","%",23.28,NA,NA
"Colombia","COL",2002,"Country","South America","Latin America and Caribbean",0,1,0,0,"Electricity generation","Aggregate fuel","Gas and Other Fossil","%",18.22,NA,NA
"Colombia","COL",2002,"Country","South America","Latin America and Caribbean",0,1,0,0,"Electricity generation","Aggregate fuel","Hydro, Bioenergy and Other Renewables","%",76.7,NA,NA
"Colombia","COL",2002,"Country","South America","Latin America and Caribbean",0,1,0,0,"Electricity generation","Aggregate fuel","Renewables","%",76.72,NA,NA
"Colombia","COL",2002,"Country","South America","Latin America and Caribbean",0,1,0,0,"Electricity generation","Aggregate fuel","Wind and Solar","%",0.02,NA,NA
"Colombia","COL",2002,"Country","South America","Latin America and Caribbean",0,1,0,0,"Electricity generation","Aggregate fuel","Clean","TWh",33.81,2.14,6.76
"Colombia","COL",2002,"Country","South America","Latin America and Caribbean",0,1,0,0,"Electricity generation","Aggregate fuel","Fossil","TWh",10.26,-0.53,-4.91
"Colombia","COL",2002,"Country","South America","Latin America and Caribbean",0,1,0,0,"Electricity generation","Aggregate fuel","Gas and Other Fossil","TWh",8.03,-0.41,-4.86
"Colombia","COL",2002,"Country","South America","Latin America and Caribbean",0,1,0,0,"Electricity generation","Aggregate fuel","Hydro, Bioenergy and Other Renewables","TWh",33.8,2.14,6.76
"Colombia","COL",2002,"Country","South America","Latin America and Caribbean",0,1,0,0,"Electricity generation","Aggregate fuel","Renewables","TWh",33.81,2.14,6.76
"Colombia","COL",2002,"Country","South America","Latin America and Caribbean",0,1,0,0,"Electricity generation","Aggregate fuel","Wind and Solar","TWh",0.01,0,0
"Colombia","COL",2002,"Country","South America","Latin America and Caribbean",0,1,0,0,"Electricity generation","Fuel","Bioenergy","%",0.39,NA,NA
"Colombia","COL",2002,"Country","South America","Latin America and Caribbean",0,1,0,0,"Electricity generation","Fuel","Coal","%",5.06,NA,NA
"Colombia","COL",2002,"Country","South America","Latin America and Caribbean",0,1,0,0,"Electricity generation","Fuel","Gas","%",16.84,NA,NA
